Name,Brand,cluster,Notes
Riviere,Thameen,3,"['Black pepper', 'cinnamon', 'saffron', 'lemon blossom', 'clary sage', 'carnation', 'rose', 'patchouli', 'oud', 'leather', 'cypriol', 'amber']"
Blackmusk,Mad et Len,3,"['Musk', 'florals', 'wood bark', 'amber']"
Durga,D.S. and Durga,2,"['Green tuberose', 'melon', 'chrysanthemum', 'ylang-ylang', 'orris butter', 'orange blossom', 'tuberose', 'jasmine', 'musk']"
The Noir,Le Labo,1,"['Black tea leaves', 'bergamot', 'fig', 'cedar', 'vetiver', 'bay leaf', 'musk']"
Aqua Celestia,Maison Francis Kurkdjian,3,"['Lime', 'cool mint mitcham', 'blackcurrant bud absolute', 'mimosa absolute', 'musk accord']"
Dandelion Fig,Shay & Blue,3,"['Dandelion leaf', 'lemongrass', 'tomato vine', 'juniper', 'fig']"
Rhinoceros,Zoologist,3,"['Rum', 'bergamot', 'lavender', 'elemi', 'sage', 'armoise', 'conifer needles', 'pinewood', 'tobacco', 'immortelle', 'geranium', 'agarwood', 'cedar', 'vetiver', 'sandalwood', 'amber', 'smoke', 'leather', 'musk']"
Macaque,Zoologist,3,"['Cedar', 'green apple', 'red mandarin', 'frankincense', 'galbanum', 'honey', 'rosewood', 'ylang', 'jasmine tea', 'cedarmoss', 'green tea', 'white oud', 'musk']"
Nightingale,Zoologist,3,"['Bergamot', 'lemon', 'saffron', 'Japanese plum blossom', 'rose', 'violet', 'oud', 'patchouli', 'sandalwood', 'moss', 'frankincense', 'white musk', 'labdanum', 'ambergris']"
Hummingbird,Zoologist,1,"['Apple', 'cherry', 'citrus', 'lilac', 'muguet', 'plum', 'rose', 'violet leaf', 'honey', 'honeysuckle', 'mimosa', 'peony', 'tulip', 'ylang', 'amber', 'coumarin', 'cream', 'moss', 'musk', 'sandalwood', 'white woods']"
Beaver,Zoologist,3,"['Linden blossom', 'fresh outdoor air', 'wood shavings', 'wild vegetation', 'damp air', 'dry wood', 'water', 'musk', 'dark woods', 'vanilla', 'amber', 'castoreum', 'leather']"
Civet,Zoologist,2,"['Bergamot', 'black pepper', 'lemon', 'orange', 'spices', 'tarragon', 'carnation', 'frangipani', 'heliotrope', 'hyacinth', 'linden blossom', 'tuberose', 'ylang', 'balsams', 'civet', 'coffee', 'incense', 'labdanum', 'musks', 'oakmoss', 'resins', 'Russian leather', 'vanilla', 'vetiver', 'woods']"
Oud Wood Body Spray,TOM FORD Private Blend,0,"['Oud', 'Chinese pepper', 'pink pepper', 'cardamom', 'birch tar', 'cistus', 'incense', 'sandalwood', 'vetiver', 'patchouli', 'cedarwood Atlas', 'vanilla', 'tonka bean Click Here For Ingredients Ã\x97Close Oud Wood Body Spray by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']"
Cacti,Regime des Fleurs,3,"['Italian bergamot essential oil', 'shiso', 'black tea', 'jasmine sambac absolute', 'heliotrope', 'cucumber water', 'matÃ© absolute', 'Baltic amber', 'aloe vera']"
Glass Blooms,Regime des Fleurs,1,"['Riesling grape', 'muguet', 'tea rose', 'peony', 'ylang ylang (from Nosy Be island) sandalwood', 'tonka bean absolute', 'ambrette and musk']"
Falling Trees,Regime des Fleurs,3,"['Elemi essential oil', 'juniper essential oil', 'olibanum absolute', 'myrrh resin', 'treemoss absolute', 'cypriol essential oil', 'benzoin resin', 'oak']"
Gold Leaves,Regime des Fleurs,3,"['Laurel leaves', 'cedrat', 'cardamom essential oil', 'fleurs de lys', 'pittosporum flowers', 'iris', 'white cedarwood essential oil', 'oakmoss', 'cypriol', 'fossilized amber']"
Kismet,Lubin,5,"['Bergamot', 'lemon', 'petitgrain', 'Rose Centifolia', 'Bulgarian rose', 'patchouli', 'labdanum cistus', 'opoponax', 'vanilla']"
Black Afghan,Mad et Len,3,unknown
Fuego Flores,Mad et Len,3,unknown
Vetyver Bucolique,Mad et Len,3,unknown
Clementine,Atelier Cologne,3,"['Clementine', 'mandarin', 'juniper berries', 'star anise', 'Sichuan pepper', 'basil', 'vetiver', 'sandalwood', 'cypress']"
Bass Solo,The Vagabond Prince,3,"['Saffron', 'ginger', 'lime', 'cardamom', 'lavender', 'Moroccan cedar', 'Virginia cedar', 'fig milk', 'birch tar', 'sandalwood', 'amber', 'driftwood', 'wenge accord', 'musk', 'oppoponax', 'amyris', 'patchouli']"
Amber Flush Body Oil,Tauer Perfumes,1,"['Labdanum', 'vanilla', 'dry woods', 'bergamot Click Here For Directions Ã\x97Close Amber Flush Body Oil by Tauer Perfumes Directions Directions: Apply on skin', 'rub gently until the oil is absorbed and enjoy!']"
Rose Delight Body Oil,Tauer Perfumes,1,"['Rose petals Click Here For Directions Ã\x97Close Rose Delight Body Oil by Tauer Perfumes Directions Apply on skin', 'rub gently until the oil is absorbed and enjoy the scent of gourmand rose petals.']"
11,Boris Bidjan Saberi,3,['11 select (but undisclosed!) notes that evoke vegetable tanned horse leather']
Au Dela Narcisse,Bruno Fazzolari,3,"['Bergamot', 'narcissus', 'jasmine', 'oakmoss', 'orange blossom', 'amber']"
I Feel Love,Cinnamon Projects,3,"['Amber', 'iris', 'leather', 'myrrh', 'oud']"
Contre Bombarde 32,Filippo Sorcinelli - SAUF,3,"['Elemi', 'juniper', 'bitter orange', 'cedar', 'sandalwood', 'amber', 'caramel', 'vanilla']"
Plein Jeu III-V,Filippo Sorcinelli - SAUF,3,"['Lemon', 'ginger', 'mimosa', 'black pepper', 'amber', 'olibanum', 'jasmine', 'cedar', 'balsam fir', 'myrrh', 'oakmoss', 'patchouli', 'sandalwood', 'vetiver']"
Voix Humaine 8,Filippo Sorcinelli - SAUF,3,"['Bergamot', 'cardamom', 'elemi', 'ambrette', 'jasmine', 'orange blossom', 'amber', 'leather', 'olibanum', 'milk mousse', 'musk', 'vanilla']"
Mississippi Medicine Pocket,D.S. and Durga,3,"['Red cedar', 'aldehydes', 'frankincense distillate', 'cypress root', 'black pine', 'cascarilla bark', 'incense', 'spanish cade', 'and birch tar.']"
Bowmakers Pocket,D.S. and Durga,3,"['Violin varnish', 'mahogany', 'outdoors accord', 'amber pine resin', 'maplewood', 'cypress', 'spiced tree resin', 'cedar', 'and moss.']"
Debaser Pocket,D.S. and Durga,3,"['Bergamot', 'green leaf', 'pear stem', 'fig', 'coconut milk', 'iris', 'blond woods', 'tonka bean', 'moss']"
Devil Tender,Ex Nihilo,1,"['Pink grapefruit', 'pink pepper', 'peach juice accord', 'rose water', 'Bulgarian rose', 'petalia', 'suede accord', 'white cedar', 'sandalwood']"
Sublimes Essences,Ex Nihilo,1,"['Clove', 'rose', 'freesia', 'orange blossom', 'serenolid musk', 'nirvanolid', 'cosmone', 'patchouli']"
Parfums de Nicolai - Eau de,Luckyscent Gifts With Purchase,3,unknown
Soft Tension,Andrea Maack Parfums,1,"['Freesia', 'musk', 'mate absolute', 'cedarwood', 'moss']"
Arbole,Hiram Green Perfumes,3,"['Patchouli', 'cedar', 'sandalwood', 'vanilla', 'tonka bean']"
The Tragedy of Lord George,Penhaligons,5,"['Brandy', 'shaving soap', 'tonka bean', '']"
The Revenge of Lady Blanche,Penhaligons,3,"['Orris', 'narcissus flower', 'hyacinth']"
Much Ado About the Duke,Penhaligons,3,"['Pepper', 'rose', 'gin', 'leather', 'wood']"
The Coveted Duchess Rose,Penhaligons,1,"['Mandarin orange', 'rose', 'musk', 'woody notes']"
Into The Void,Juliette Has a Gun,3,"['Licorice', 'orchid', 'tonka', 'papyrus', 'cedar', 'patchouli', 'gaiac', 'ambroxan', 'norlimbanol']"
Au Coeur du,Tauer Perfumes,3,unknown
Sheiduna,Puredistance,5,"['Lemon', 'tangerine', 'blackcurrant', 'aldehydes', 'Bulgarian rose essence', 'geranium', 'clove', 'vetiver', 'patchouly', 'woody amber', 'incense', 'benzoin', 'myrrh', 'tonka bean', 'vanilla pods', 'musks']"
Graphite,Mad et Len,3,"['Monochrome graphite', 'chalk palette', 'cropped wood']"
Black Uddu,Mad et Len,3,"['Resins', 'leather', 'violet', 'musk', 'woody notes', 'amber', 'vetiver']"
Covent Garden,Jack Perfume,3,"['Orange', 'lime', 'ginger', 'pink peppercorns', 'rose', 'pimento', 'carrot', 'orris', 'musk']"
Red Musc,Mad et Len,3,unknown
Terre Noire,Mad et Len,3,"['Soil tincture', 'spicy notes', 'woody notes']"
Picadilly '69,Jack Perfume,3,"['Bergamot', 'ginger', 'green leaves', 'cypriol', 'mate', 'petrol', 'cedar', 'amber', 'leather']"
Jack,Jack Perfume,3,"['Lime', 'mandarin', 'clove', 'pepper', 'nutmeg', 'oud', 'vetiver', 'white musk', 'marijuana accord', 'tobacco absolute', 'olibanum resin']"
Eau Sacree,HEELEY,3,"['Aldehydes', 'clove', 'nutmeg', 'pepper', 'incense', 'amber', 'cedar', 'musk', 'opoponax', 'sandalwood']"
Arabian Horse,"Pierre Guillaume Paris, Parfumerie Generale",3,"['Green notes', 'wildflowers', 'narcissus', 'musk', 'cypriol', 'woods', 'amber']"
Cuir Andalou,Rania J.,3,"['Leather', 'Patchouli', 'Saffron', 'Neroli', 'rose', 'Violet', 'iris', 'Castoreum', 'Vetiver', 'Sandalwood & Oud']"
1962,Floris London,3,"['Green mandarin', 'clove', 'spearmint', 'bergamot', 'cypress', 'basil', 'jasmine', 'lily of the valley', 'cedarwood', 'moss', 'musk', 'amber']"
1976,Floris London,3,"['Bergamot', 'lemon', 'birch leaf', 'black pepper', 'jasmine', 'juniper', 'vetiver', 'lavender', 'patchouli', 'amber', 'musk']"
Mmmm...,Juliette Has a Gun,5,"['Neroli', 'raspberry', 'geranium', 'orange flower', 'jasmine sambac', 'tuberose', 'iris', 'patchouli', 'sandalwood', 'salicilates']"
Russian Leather,MEMO,3,"['Basil', 'pine tree', 'rosemary', 'clary sage', 'fern', 'lavender', 'cedar needles', 'coriander', 'mint', 'patchouli', 'guaiac', 'cypress', 'tonka bean', 'nutmeg', 'Russian leather accord']"
Incense Oud,PARFUMS DE NICOLAI,4,"['Artemisia', 'davana', 'ambrette', 'oud', 'coriander', 'cypriol', 'cedar', 'rose', 'patchouli', 'castoreum', 'amber', 'styrax', 'musk', 'incense']"
Lilac Love,Amouage,5,"['Jasmine', 'rose', 'gardenia', 'peony', 'heliotrope', 'orris', 'cacao', 'tonka bean', 'sandalwood', 'patchouli', 'vanilla']"
Le Barbier de Tanger,Parfums MDCI,3,"['Basil', 'cardamom', 'lemon', 'bergamot', 'yellow tangerine', 'lavender', 'petitgrain', 'galbanum', 'pineapple', 'apple', 'patchouli', 'Haitian vetiver', 'ambery wood notes', 'ambroxan', 'oak moss notes', 'coumarin']"
Noir de Noir Body Spray,TOM FORD Private Blend,0,unknown
Tobacco Vanille Body Spray,TOM FORD Private Blend,0,unknown
Tuscan Leather Body Spray,TOM FORD Private Blend,0,unknown
Ambre Loup,Rania J.,5,"['Clove', 'spices', 'Balsam Peru', 'Labdanum', 'Vanilla', 'Agarwood', 'Gaiac', 'Cedar']"
Jasmin Kama,Rania J.,1,"['Bergamot', 'Rosa Damascena', 'Jasmin (Jasmin Absolute', 'Egypt)', 'Patchouli', 'Sandalwood', 'Heliotrope', 'Vanilla', 'Musk']"
T. Habanero,Rania J.,4,"['Pink pepper', 'black pepper', 'cardamom', 'black tobacco', 'sandalwood', 'agarwood', 'incense', 'myrrh', 'leather']"
Lavande 44,Rania J.,3,"['Bergamot', 'Petitgrain', 'Lavender (Essential Oil and Absolute)', 'Agarwood']"
Oud Assam,Rania J.,4,"['Bergamot', 'Sweet Orange', 'Bitter Orange', 'Oud from India', 'Cedar', 'Vetiver', 'Frankincense', 'Black pepper', 'Tonka bean', 'Musk.']"
Larmes du Desert,Atelier des Ors,3,"['Incense', 'cypress', 'patchouli', 'gaiac', 'cedar', 'citrus', 'amber', 'myrrh']"
Lune Feline,Atelier des Ors,5,"['Cinnamon', 'cardamom', 'pink pepper', 'green notes', 'cedar', 'ambergris', 'woods', 'styrax', 'vanilla', 'peru balsam', 'musk']"
Rose Omeyyade,Atelier des Ors,1,"['Raspberry', 'rose', 'pink pepper', 'patchouli', 'gaiac', 'brown sugar', 'amber', 'sandalwood', 'oud']"
Bapteme du Feu,Serge Lutens,5,"['Burnt orange peel', 'gunpowder', 'gingerbread', 'fresh ginger', 'cedar', 'incense', 'cinnamon', 'osmanthus', 'castoreum']"
Green Pearl,Thameen,3,"['Green apple', 'mandarin', 'neroli', 'bergamot', 'green tea', 'artemisia', 'tonka', 'oakmoss', 'musk']"
Amber Aoud,Roja Parfums,4,"['Bergamot', 'lemon', 'lime', 'fig', 'jasmine', 'rose', 'ylang ylang', 'ambergris', 'aoud wood', 'birch', 'cinnamon', 'civet', 'musk', 'oakmoss', 'orris', 'patchouli', 'saffron', 'sandalwood']"
Musk Aoud,Roja Parfums,2,"['Bergamot', 'lemon', 'jasmine', 'rose', 'ylang-ylang', 'agarwood', 'ambrette', 'birch', 'leather', 'musk', 'nutmeg', 'oakmoss', 'precious woods', 'sandalwood', 'tonka bean', 'vanilla']"
Diaghilev,Roja Parfums,2,"['Bergamot', 'lemon', 'lime', 'orange', 'tarragon', 'blackcurrant buds', 'heliotrope', 'jasmine', 'peach', 'rose', 'tuberose', 'violet', 'ylang ylang', 'ambrette', 'benzoin', 'cedarwood', 'civet', 'clove', 'cumin', 'guaiacwood', 'labdanum', 'leather', 'musk', 'nutmeg', 'oakmoss', 'patchouli', 'peru balsam', 'sandalwood', 'styrax', 'vanilla', 'vetiver']"
Nuwa,Roja Parfums,2,"['Bergamot', 'lemon', 'blackcurrant buds', 'immortelle', 'jasmine', 'osmanthus', 'rose', 'ylang ylang ambergris', 'birch', 'black pepper', 'cistus', 'clove', 'cumin', 'oakmoss', 'orris', 'patchouli', 'storax', 'vetiver.']"
Ambre Mythique,Maitre Parfumeur et Gantier,5,"['Bergamot', 'geranium', 'coriander', 'incense', 'myrrh', 'labdanum', 'lavender', 'patchouli', 'sandalwood', 'vanilla', 'tonka']"
White Zagora,The Different Company,1,"['Neroli', 'citron', 'bergamot', 'orange blossom', 'peach blossom', 'tuberose', 'osmanthus', 'white musk', 'amber']"
New Sibet,Slumberhouse,3,"['Carnation', 'mint', 'ash', 'leather', 'iris', 'cistus', 'fur accord', 'moss']"
Blueberry Musk,Shay & Blue,1,"['Blueberry', 'orange', 'orange blossom. magnolia', 'musk', 'cashmere wood']"
Grand Soir,Maison Francis Kurkdjian,5,"['Labdanum', 'benzoin', 'tonka bean', 'vanilla', 'amber']"
Iris Bleu Gris,Maitre Parfumeur et Gantier,3,"['Green leaves', 'lemon', 'bergamot', 'iris', 'vanilla', 'jasmine', 'musk', 'vetiver', 'moss']"
Petit Matin,Maison Francis Kurkdjian,3,"['Cubeb pepper', 'lemon', 'lavandin', 'orange blossom', 'hawthorne', 'musk', 'ambroxan']"
Noble VII Cosmos Flower,Clive Christian,2,"['Rum', 'mandarin', 'pink pepper', 'apple', 'jasmine', 'osmanthus', 'ylang-ylang', 'violet', 'plum', 'cocoa', 'benzoin', 'leather', 'amber', 'caramel']"
Issara,Dusita,3,"['Pine', 'sage', 'coumarin', 'bourbon vetiver', 'tobacco', 'musk', 'amber', 'oakmoss', 'woods']"
Melodie de l'Amour,Dusita,1,"['Gardenia', 'tuberose', 'honey', 'peach', 'broom', 'lily of the valley', 'jasmine', 'cedar', 'musk']"
Oudh Infini,Dusita,4,"['Laotian oud', 'rose de mai', 'orange blossom', 'benzoin', 'sandalwood', 'vanilla', 'musk', 'civet']"
Vodka on the Rocks,By Kilian,3,"['Cardamom', 'coriander', 'lily of the valley', 'rhubarb', 'rose', 'oakmoss', 'ambroxan', 'and sandalwood.']"
Noble VII Rock Rose,Clive Christian,3,"['Bergamot', 'black pepper', 'neroli', 'lavender', 'violet', 'rock rose', 'clary sage', 'cocoa', 'patchouli', 'amber', 'vetiver']"
Mojave Ghost Roll-on,BYREDO,1,"['Ambrette', 'sapodilla', 'violet', 'sandalwood', 'magnolia', 'ambergris', 'cedar']"
Suede,BYREDO,1,"['Bergamot', 'fresh aldehydes', 'pear', 'lily of the valley', 'violet', 'crisp amber', 'soft musks', 'velvet plum']"
Suede,BYREDO,1,"['Bergamot', 'fresh aldehydes', 'pear', 'lily of the valley', 'violet', 'crisp amber', 'pear', 'soft musks', 'velvet plum']"
Seminalis,Orto Parisi,3,unknown
Layton,Parfums de Marly,3,"['Bergamot', 'lavender', 'apple', 'mandarin', 'violet', 'jasmine', 'geranium', 'gaiac', 'patchouli', 'sandalwood', 'cardamom', 'vanilla', 'pepper']"
Amber Sky,Ex Nihilo,5,"['Bergamot', 'coriander', 'nutmeg', 'geranium', 'amber', 'cedar', 'sandalwood', 'vanilla', 'tonka']"
Oud Sublime,PARFUMS DE NICOLAI,4,"['Davana', 'ambrette', 'artemisia', 'oud', 'cedar', 'patchouli', 'rose', 'coriander', 'cumin', 'castoreum', 'amber', 'musk', 'incense', 'styrax', 'birch']"
Aurum,Kemi,5,"['Rose', 'lemon', 'bergamot', 'orange', 'strawberry', 'chocolate', 'cistus', 'heliotrope', 'patchouli', 'oakmoss', 'vanilla', 'oud', 'incense', 'labdanum']"
Rose Atlantic,D.S. and Durga,1,"['Bergamot', 'petals', 'lemon oil', 'linden', 'salt spray rose accord', 'dune grass', 'muscone', 'salt water', 'white moss']"
White Peacock Lily,D.S. and Durga,1,"['Oleander', 'cabreuva wood', 'grapefruit', 'white lily', 'jasmine', 'violet', 'ambrette', 'vanilla', 'fog']"
Radio Bombay,D.S. and Durga,3,"['Copper', 'cedar', 'sandalwood', 'iris', 'boronia', 'balsam fir', 'coconut', 'musk', 'ambergris']"
Amber Room,Thameen,5,"['Cardamom', 'pink pepper', 'cypriol', 'cypress', 'cedar', 'patchouli', 'iris', 'oud', 'vetiver', 'amber', 'musk', 'labdanum', 'sandalwood', 'vanilla']"
Gothic V- Perfume oil,Loree Rodkin,3,['Incense']
Gothic IV- Perfume Oil,Loree Rodkin,3,"['Spice', 'patchouli', 'geranium', 'woods']"
Indian Wood,"Pierre Guillaume Paris, Parfumerie Generale",3,"['Sandalwood', 'vetiver', 'moss', 'spicy mint', 'nutmeg', 'cardamom', 'coconut milk', 'lemon zest']"
Le Musc & La Peau,"Pierre Guillaume Paris, Parfumerie Generale",1,"['Bergamot', 'ambroxan', 'musk', 'aldehydes', 'rosemary', 'ylang-ylang', 'sandalwood', 'cedar', 'tonka bean']"
Bergamotto di Positano,Floris London,3,unknown
Floplum (Flor de Mayo),Coqui Coqui,5,"['Plumeria', 'jasmine']"
Coco Coco,Coqui Coqui,3,"['Coconut', 'green notes']"
Maderas,Coqui Coqui,3,"['Sandalwood', 'wood notes']"
Rosas Frescas,Coqui Coqui,1,"['Rose', 'lemon']"
Rosas Secas,Coqui Coqui,5,"['Rose', 'tobacco', 'powder notes']"
Tabaco,Coqui Coqui,5,['Tobacco']
Flor de Naranjo,Coqui Coqui,3,['Orange blossom']
Sable & Soleil,Phaedon,5,"['Lemon blossom', 'jasmine', 'geranium', 'coconut milk', 'sandalwood', 'vanilla', 'tonka bean', 'white musk']"
Sweet Vanilla,Montale,5,"['Vanilla', 'apricot']"
Oudmazing,Montale,4,"['Orange', 'bergamot', 'pink grapefruit', 'pear', 'fig', 'iris', 'jasmine', 'patchouly', 'leather', 'vanilla', 'white musk.']"
L'Attesa,Masque Milano,2,"['Italian Bergamot', 'Moroccan Neroli', 'Champagne accord', 'Italian Iris absolute', 'Italian Iris Root Butter', 'French Iris Root Butter', 'Tuberose absolute', 'Ylang Ylang Madagascar', 'Sandalwood Mysore', 'Oakmoss', 'Leather accord']"
Bertrand Duchaufour,Project Renegades,3,"['Pink pepper', 'bergamot', 'cardamom', 'gin', 'cassis', 'galbanum', 'red berries', 'olibanum', 'hinoki', 'balsam fir', 'driftwood', 'amber']"
Geza Schoen,Project Renegades,3,"['Pink pepper', 'lemon', 'bergamot', 'cassis', 'lime', 'osmanthus', 'iris', 'fir', 'juniper', 'hedione', 'mate', 'iso-E super', 'cedar', 'sandalwood', 'labdanum', 'incense', 'myrrh', 'castoreum', 'ambrette']"
Mark Buxton,Project Renegades,3,"['Basil', 'lentisque', 'black pepper', 'cassis', 'galbanum', 'leather', 'rhododendron', 'labdanum', 'gaiac', 'vetiver', 'amber']"
Bohea Boheme,Mona di Orio,3,"['Bergamot', 'sichuan pepper', 'cardamom', 'iris', 'chamomile', 'balsam fir', 'boxwood', 'geranium', 'black tea', 'juniper', 'smoke', 'oak', 'sandalwood', 'beeswax', 'bay leaf', 'benzoin', 'vanilla']"
Azzurro di Capri,Bruno Acampora,1,"['Mandarin orange', 'bergamot', 'jasmine', 'orange blossom', 'lily of the valley', 'patchouli', 'cedar', 'musk', 'amber']"
Marfa,MEMO,2,"['Mandarin', 'orange blossom', 'agave', 'tuberose', 'ylang ylang', 'sandalwood', 'cedar', 'vanilla', 'white musk']"
Colonia No. 1,Antica Barbieria Colla,3,"['Bergamot', 'citrus', 'jasmine', 'ozonica', 'gardenia', 'moss', 'patchouli']"
Colonia No. 4,Antica Barbieria Colla,3,"['Lemon', 'rosemary', 'lavender', 'neroli', 'jasmine', 'cedarwood', 'coumarin']"
Carved Oud,Thameen,4,"['Oud', 'cedar', 'gaiac', 'patchouli', 'musk']"
Peacock Throne,Thameen,3,"['Sicilian lemon', 'pink pepper', 'nutmeg', 'taif rose', 'ylang', 'Turkish rose', 'jasmine', 'vetiver', 'patchouli', 'sandalwood', 'vanilla']"
Noorolain Taif,Thameen,1,"['Orange', 'coriander', 'pink pepper', 'taif rose', 'rose absolute', 'jasmine', 'vetiver', 'cashmere wood', 'musk']"
Regent Leather,Thameen,3,"['Vanilla', 'lemon', 'saffron', 'labdanum', 'gurjum', 'cedar', 'patchouli']"
Perfect Vanilla,Sarah Horowitz Parfums,5,"['vanilla (four kinds!)', 'blood orange', 'tobacco']"
Mediterraneo,Carthusia,3,"['Citric notes', 'lemon leaves', 'green tea']"
Fiori,Carthusia,2,"['Carnation', 'lily of the valley', 'ylang-Ylang', 'oakmoss', 'ambergris', 'sandalwood']"
Love Shot,Ex Nihilo,1,"['Bergamot', 'pink berries', 'peony', 'jasmine', 'patchouli', 'raspberry', 'vetiver', 'leather', 'vanilla', 'musk']"
Geisha Vanilla Hinoki-,Aroma M,5,"['Bergamot', 'hinoki', 'lavender', 'leather', 'patchouli', 'amyris', 'cedarwood']"
Geisha Vanilla Hinoki,Aroma M,5,"['Bergamot', 'hinoki', 'lavender', 'leather', 'patchouli', 'amyris', 'cedarwood']"
Super Cedar,BYREDO,3,"['Rose', 'cedar', 'musk', 'vetiver']"
Miss,Ebba,3,"['plum blossom', 'cassis', 'fresh mint', 'waterlily']"
Fetes Persanes,Parfums MDCI,5,"['Bergamot', 'black pepper', 'elemi', 'rose', 'cardamom', 'cinnamon', 'clove', 'white musk', 'gaiac', 'cedar', 'patchouli', 'vanilla']"
00 Auriel,Odin,3,"['Cassis', 'coriander', 'black pepper', 'rose', 'jasmine', 'muguet', 'agarwood', 'sandalwood', 'patchouli', 'labdanum']"
Yu Son,ALTAIA,3,"['Mandarin', 'green tea', 'jasmine', 'iris', 'labdanum', 'amber', 'gaiac']"
The exact friction of stars,Pilar and Lucy,5,['vanilla (and secret ingredients that we are not allowed to divulge)']
The exact friction of stars,Pilar and Lucy,5,['vanilla (and secret ingredients that we are not allowed to divulge)']
